GENDER,HOME_VALUE,HH_INCOME,NET_WORTH,PRES_KIDS,AGE,HOMEOWNER,CREDIT_RATING,PART_AFFILIATION,CONFIDENCE_LEVEL,BUBBLES,Childrens_Recency_of_Purchase,Fashion_Accessories_and_Beauty_Recency_of_Purchase,Female_and_Male_Apparel_Recency_of_Purchase,High_Ticket_Female_Apparel_Acc_Recency_of_Purchase,High_Ticket_Home_Decor_Recency_of_Purchase,Home_Decor_Recency_of_Purchase,Intimate_Apparel_and_Undergarments_Recency_of_Purchase,Kitchen_and_Bath_Recency_of_Purchase,Male_Apparel_Recency_of_Purchase,Modern_Contemporary_Decor_and_Gifts_Recency_of_Purchase,Other_Recency_of_Purchase,Purchase_Date_Range,TARGET
M,R,L,H,TRUE,75+,H,C,D,0,Greatest Generation,,,1,,5,,,,2,5,,1,0
F,R,R,I,TRUE,55-64,H,D,,0,Suburban Socialites,5,,,,5,,,5,,,1,1,0
F,R,R,I,TRUE,55-64,H,D,,0,Suburban Socialites,5,,,,5,,,5,,,1,1,0
M,Q,O,I,,75+,H,B,R,0,Senior Society,,,,,,,,,5,,5,2,0
M,Q,O,I,,75+,H,B,R,0,Senior Society,,,,,,,,,5,,5,2,0
F,N,Q,H,,65-74,H,B,,0,Suburban Socialites,,,,,,,,,5,,,1,0
F,Q,O,I,TRUE,65-74,H,B,D,0,Country Club Set,,,,,,,,,3,,,2,0
F,R,R,I,,55-64,H,B,,0,Wealth Whispers,,,1,,,,1,,,,,1,0
F,F,L,G,TRUE,65-74,H,C,I,0,Country Clout,,,,,,,5,,,,,4,0
F,U,F,E,TRUE,65-74,H,D,L,0,American Classics,5,,,,,,,,,,,5,0
F,Q,S,I,TRUE,75+,H,B,I,0,Local Legends,,5,5,,,,,,5,,,2,0
F,Q,P,H,TRUE,45-54,H,,,0,Lowkey Luxe,,,1,3,1,,1,,,5,,1,0
F,Q,O,I,,65-74,H,A,D,0,Country Club Set,,,,,,,,,,,,1,0
F,M,Q,I,TRUE,75+,H,B,D,0,Country Club Set,5,3,3,,,,5,,5,,,2,0
F,Q,S,I,TRUE,45-54,H,C,,0,Minivans and Malls,,,,,,,,,,,,5,0
F,I,H,G,,65-74,H,B,D,0,Back at the Ranch,2,5,1,,,,1,,,,,1,0
F,N,N,H,,55-64,H,C,D,0,Country Clout,4,2,5,,4,,,4,,4,,2,0
F,N,N,H,,55-64,H,C,D,0,Country Clout,4,2,5,,4,,,4,,4,,2,0
M,Q,S,I,TRUE,55-64,H,A,,0,Suburban Socialites,,,,,,,,,,,,,0
F,S,O,I,,65-74,H,B,,0,Suburban Socialites,,,,,,,2,,,,,2,0
M,N,O,H,TRUE,55-64,H,B,D,0,Hometown Heroes,,,5,5,5,5,,,2,,,2,0
M,N,O,H,TRUE,55-64,H,B,D,0,Hometown Heroes,,,5,5,5,5,,,2,,,2,0
F,M,N,G,,65-74,H,C,R,0,Smart Singles,,,,,5,,,5,,,5,3,0
F,M,P,I,,55-64,H,B,I,0,Suburban Socialites,5,,,,,,,,,,,2,0
F,K,N,I,,75+,H,B,R,0,Greatest Generation,,,,,,,,,,,,2,0
M,,O,G,TRUE,55-64,H,,,0,Hometown Heroes,,,,5,,,5,2,,,,2,0
M,Q,N,I,,75+,H,B,D,0,Retired and Relaxed,,,5,,,,,,,,,1,0
M,N,L,I,,75+,H,C,D,0,Retired and Relaxed,5,,,,,,,,,,,5,0
M,N,L,I,,75+,H,C,D,0,Retired and Relaxed,5,,,,,,,,,,,5,0
F,H,L,F,TRUE,55-64,H,C,,0,Home for the Holidays,,,,,,,,,5,,,4,0
F,L,N,F,TRUE,65-74,H,E,L,0,Home for the Holidays,,,,,,,,,,,,4,0
F,O,N,G,TRUE,45-54,H,C,,0,Pleasantville,,,5,,5,,,,,5,,1,0
F,Q,O,I,,75+,H,C,,0,Country Club Set,5,,,,,,,,,,4,1,0
F,J,B,F,,75+,H,C,D,0,Senior Discount,,5,,,5,,,5,,,,5,0
F,H,L,D,TRUE,65-74,H,E,R,0,Silver Sneakers,,,,,,,5,,,,,3,0
M,,N,H,,75+,H,,D,0,Affluent Acres,,5,5,5,,,5,,,,,4,0
M,,N,H,,75+,H,,D,0,Affluent Acres,,5,5,5,,,5,,,,,4,0
F,H,L,D,FALSE,55-64,H,D,D,0,Single Sophisticates,,,,,,,,,,,,,0
F,M,D,E,,45-54,H,,,0,Average Joes,5,,5,,,,,,,,,5,0
F,M,D,E,,45-54,H,,,0,Average Joes,5,,5,,,,,,,,,5,0
F,M,D,E,,45-54,H,,,0,Average Joes,5,,5,,,,,,,,,5,0
M,Q,O,I,,75+,H,A,D,0,Local Legends,,,,,,,,,,,,2,0
F,Q,Q,I,TRUE,75+,H,B,L,0,Country Club Set,4,,5,,,,,5,,,,1,0
F,Q,R,H,TRUE,45-54,H,A,D,0,Minivans and Malls,,,,,1,1,,,5,,5,1,0
F,Q,R,I,TRUE,65-74,H,B,I,0,Country Club Set,4,4,5,,1,1,4,5,5,5,,1,0
F,O,Q,I,TRUE,75+,H,C,R,0,Country Club Set,,5,,,,,,,,,,2,0
M,P,R,I,TRUE,55-64,H,A,,0,Minivans and Malls,,,,,5,5,,,,,,4,0
F,O,B,A,TRUE,55-64,H,B,,0,Urban Mashup,,,,,,,,,,,5,2,0
F,Q,R,H,TRUE,55-64,H,C,D,0,Lowkey Luxe,,4,2,,5,5,5,,1,,,1,0
F,N,O,I,,65-74,H,B,,0,Urban Elites,,,,,,,,,,,,5,0
F,O,R,H,TRUE,65-74,H,C,D,0,Old Money,5,4,2,,2,3,5,,,,,2,0
M,O,R,I,TRUE,55-64,H,B,L,0,Single and Thriving,,,,,1,1,,,,,,1,0
F,F,O,G,FALSE,55-64,H,C,,0,Suburban Socialites,,,,,2,,,5,,5,5,1,0
F,K,N,I,TRUE,75+,H,B,D,0,Golden Era,,,,,,,,,,,,5,0
F,K,N,I,TRUE,75+,H,B,D,0,Golden Era,,,,,,,,,,,,5,0
F,S,F,I,TRUE,25-34,H,C,D,0,Penny Pinching Couples,,5,2,4,5,5,5,,,,,1,0
F,Q,R,I,TRUE,55-64,H,D,R,0,Lowkey Luxe,,1,1,,2,3,,4,2,2,,1,0
F,U,N,G,,65-74,H,,L,0,Affluent Acres,,,1,,2,,,,2,,,1,0
F,Q,R,I,TRUE,45-54,H,B,L,0,Minivans and Malls,,4,2,3,1,5,4,1,5,1,4,1,0
F,K,H,F,,75+,H,E,D,0,Senior Discount,,,,,,,,,,,,,0
M,N,N,H,,65-74,H,,,0,Retired and Relaxed,,,,,4,,,,,4,,2,0
M,Q,N,G,TRUE,75+,H,B,,0,Retired and Relaxed,,,,,,,,,,,,,0
F,L,O,G,,65-74,H,D,L,0,Country Club Set,5,5,5,,5,,5,,,5,,5,0
F,Q,R,I,TRUE,55-64,H,C,I,0,Wealth Whispers,,3,3,2,1,5,3,4,1,1,2,1,0
M,O,O,I,TRUE,65-74,H,C,I,0,Urban Elites,,,3,2,5,5,2,5,1,5,5,1,0
F,N,Q,G,TRUE,55-64,H,A,D,0,Lowkey Luxe,,5,,,,,,,,,,4,0
F,R,S,I,TRUE,55-64,H,C,D,0,Wealth Whispers,,4,5,5,4,5,5,4,5,,5,3,0
F,Q,O,I,,75+,H,B,D,0,Senior Elite,5,5,,,,,,,,,,4,0
F,Q,O,I,,75+,H,B,D,0,Senior Elite,5,5,,,,,,,,,,4,0
F,Q,O,I,,75+,H,B,D,0,Senior Elite,5,5,,,,,,,,,,4,0
F,Q,Q,H,TRUE,55-64,H,B,R,0,Wealth Whispers,,,,,3,,,,,3,,3,0
F,Q,J,H,,75+,H,B,R,0,Greatest Generation,,,,,,,,,,,,2,0
F,Q,P,I,TRUE,55-64,H,B,,0,Wealth Whispers,,5,2,,3,,5,5,5,3,,2,0
F,S,O,I,,75+,H,A,D,0,Old Money,5,5,1,2,1,5,,,,3,,1,0
F,R,M,I,TRUE,35-44,H,C,D,0,Date Nights City Lights,2,1,4,5,5,,4,5,3,5,5,1,0
F,O,Q,H,TRUE,55-64,H,B,,0,Suburban Socialites,4,,,,,,,,,,,2,0
F,Q,O,I,,65-74,H,C,D,0,Senior Society,,,,,2,2,,,,,,1,0
M,N,L,F,,65-74,H,C,D,0,Country Clout,,,,,,,,,,,,3,0
F,,N,I,,65-74,H,,R,0,Country Clout,,,,,,,,,,,,2,0
F,D,B,B,,75+,H,F,D,0,Blue Collar Boomers,,,,,,,,,,,,,0
F,Q,R,I,,65-74,H,A,R,0,Old Money,5,,,,,,,,,,,1,0
F,R,O,H,TRUE,35-44,H,B,I,0,High Tech Rednecks,2,1,5,1,1,5,3,3,4,2,,1,0
F,N,O,H,TRUE,55-64,H,B,D,0,Single and Thriving,,5,,,2,,,,,5,,2,0
M,R,S,H,,65-74,H,C,R,0,Old Money,,3,3,,5,,,,,,,1,0
M,M,Q,I,,65-74,H,C,D,0,Urban Elites,,5,,4,5,,,,2,5,,2,0
F,R,P,I,,75+,H,B,D,0,Senior Elite,,,5,,,,,,,,,5,0
F,R,P,I,,75+,H,B,D,0,Senior Elite,,,5,,,,,,,,,5,0
F,R,P,I,,75+,H,B,D,0,Senior Elite,,,5,,,,,,,,,5,0
M,Q,O,I,TRUE,75+,H,D,L,0,Old Money,,,,,,,,,,,,2,0
F,O,Q,H,TRUE,55-64,H,C,D,0,Single and Thriving,,,1,,3,,2,3,5,,,1,0
F,L,L,F,FALSE,55-64,H,D,R,0,Movin On Up,,,,,,,,,,,,3,0
F,J,N,H,,75+,H,A,D,0,Smart Singles,,,2,,2,,3,5,,2,,2,0
F,,M,I,TRUE,75+,H,,,0,Retired and Relaxed,5,5,4,5,2,3,,2,,3,,2,0
F,N,L,I,,75+,H,A,R,0,Greatest Generation,,,,,,,,,,,,2,0
F,N,L,I,,75+,H,A,R,0,Greatest Generation,,,,,,,,,,,,2,0
F,N,L,I,,75+,H,A,R,0,Greatest Generation,,,,,,,,,,,,2,0
F,P,N,I,,75+,H,B,,0,Golden Era,,,,,,,,5,,,,5,0
F,P,N,I,,75+,H,B,,0,Golden Era,,,,,,,,5,,,,5,0
F,U,L,H,,75+,H,C,D,0,Affluent Acres,,,,,,,,,,,4,1,0
F,Q,S,I,TRUE,45-54,H,B,D,0,Minivans and Malls,,5,1,,3,,5,,,3,5,1,0
F,M,O,G,TRUE,65-74,H,C,,0,Wealth Whispers,,,,,,,,,,,,,0
F,U,A,A,,65-74,R,E,,0,Pickup Trucks and Politics,,,,,,,,,,,5,1,0
M,K,P,I,,75+,H,B,,0,Country Club Set,2,1,1,1,2,5,5,3,1,5,4,1,0
M,K,P,I,,75+,H,B,,0,Country Club Set,2,1,1,1,2,5,5,3,1,5,4,1,0
F,M,Q,G,TRUE,65-74,H,D,I,0,Suburban Socialites,,,,,,,,,,,,5,0
F,M,Q,H,TRUE,55-64,H,B,D,0,Hometown Heroes,,,,,,,,,,,,1,0
F,Q,S,I,TRUE,55-64,H,C,D,0,Suburban Socialites,,5,3,,5,,,,4,5,,2,0
M,R,R,I,TRUE,65-74,H,B,D,0,Old Money,,5,5,2,,,5,,,,,2,0
M,R,R,I,TRUE,65-74,H,B,D,0,Old Money,,5,5,2,,,5,,,,,2,0
M,R,R,I,TRUE,65-74,H,B,D,0,Old Money,,5,5,2,,,5,,,,,2,0
F,I,J,B,TRUE,35-44,H,D,,0,Comfortable Couples,5,,5,,,,,,,,,5,0
F,I,J,B,TRUE,35-44,H,D,,0,Comfortable Couples,5,,5,,,,,,,,,5,0
F,L,K,F,TRUE,75+,H,B,R,0,Smart Singles,,,,,,,,,,,,,0
M,R,J,I,,75+,H,C,R,0,Retired and Relaxed,,5,3,,1,5,5,,1,1,,1,0
M,N,R,H,TRUE,35-44,H,B,D,0,Life in the Fast Lane,,5,,,5,,,5,,,,5,0
M,N,P,H,TRUE,55-64,H,B,R,0,Lowkey Luxe,,,,,,,,,,,4,4,0
M,N,P,H,TRUE,55-64,H,B,R,0,Lowkey Luxe,,,,,,,,,,,4,4,0
M,N,O,I,TRUE,65-74,H,B,R,0,Senior Society,,5,4,,5,5,,5,,,,2,0
M,S,S,I,TRUE,75+,H,B,I,0,Country Club Set,,,,,,,,,,,,2,0
F,L,N,F,,65-74,H,B,D,0,Retired and Relaxed,,,,,,,,,,,,2,0
F,L,N,F,,65-74,H,B,D,0,Retired and Relaxed,,,,,,,,,,,,2,0
F,P,P,I,,75+,H,B,L,0,Old Money,,,5,,,,,,5,,,2,0
F,L,L,F,TRUE,55-64,H,C,D,0,Dynamic Duos,,,,,,,,,,,,2,0
F,,N,H,,75+,H,,D,0,Retired and Relaxed,,,5,,5,,5,,,5,,2,0
F,O,R,I,,75+,H,B,,0,Senior Elite,,,,,,,,,,,,5,0
M,,N,I,TRUE,65-74,H,,,0,Dynamic Duos,,,,,,,,,,,,,0
M,,N,I,TRUE,65-74,H,,,0,Dynamic Duos,,,,,,,,,,,,,0
M,,N,I,TRUE,65-74,H,,,0,Dynamic Duos,,,,,,,,,,,,,0
M,O,O,H,TRUE,65-74,H,D,,0,Country Club Set,,,,,,,,,,,,5,0
F,Q,R,I,TRUE,55-64,H,B,D,0,Hometown Heroes,,,3,,4,,,,,4,,3,0
M,R,S,I,TRUE,55-64,H,B,L,0,Suburban Socialites,,1,,5,5,5,,,2,,,1,0
F,Q,R,H,TRUE,45-54,H,E,R,0,Minivans and Malls,,5,5,,,,,,5,,,1,0
F,N,O,H,,75+,H,B,L,0,Old Money,,,,,,,,,,,,2,0
F,N,O,H,,75+,H,B,L,0,Old Money,,,,,,,,,,,,2,0
F,Q,Q,I,,75+,H,C,D,0,Country Club Set,,5,,,2,2,,,,,,1,0
F,Q,Q,I,,75+,H,C,D,0,Country Club Set,,5,,,2,2,,,,,,1,0
M,Q,P,I,TRUE,55-64,H,B,D,0,Single and Thriving,,,5,,1,,5,2,,1,,1,0
M,R,R,I,,75+,H,A,I,0,Country Club Set,,,,,,,,,,,,3,0
M,R,R,I,,75+,H,A,I,0,Country Club Set,,,,,,,,,,,,3,0
F,,O,H,TRUE,55-64,H,,,0,Suburban Socialites,,,,,,,,,,,,1,0
F,,O,H,TRUE,55-64,H,,,0,Suburban Socialites,,,,,,,,,,,,1,0
M,U,Q,I,,55-64,H,B,R,0,Wealth Whispers,,,,,,,,,5,,,1,0
M,U,Q,I,,55-64,H,B,R,0,Wealth Whispers,,,,,,,,,5,,,1,0
M,U,Q,I,,55-64,H,B,R,0,Wealth Whispers,,,,,,,,,5,,,1,0
M,S,O,I,TRUE,65-74,H,B,D,0,Single and Thriving,,5,,5,,,,,,,,2,0
F,P,P,I,TRUE,65-74,H,A,I,0,Senior Society,,5,,,,,5,,,,,4,0
F,P,S,I,TRUE,55-64,H,B,D,0,Wealth Whispers,5,5,,5,1,4,,5,1,2,,1,0
F,Q,Q,I,TRUE,75+,H,C,D,0,Old Money,,4,,,2,3,,,4,5,,1,0
F,Q,Q,I,TRUE,75+,H,C,D,0,Old Money,,4,,,2,3,,,4,5,,1,0
F,Q,Q,I,TRUE,75+,H,C,D,0,Old Money,,4,,,2,3,,,4,5,,1,0
F,N,R,I,TRUE,55-64,H,A,D,0,Wealth Whispers,,,5,,,,,,1,,5,1,0
F,N,R,I,TRUE,55-64,H,A,D,0,Wealth Whispers,,,5,,,,,,1,,5,1,0
F,N,R,I,TRUE,55-64,H,A,D,0,Wealth Whispers,,,5,,,,,,1,,5,1,0
F,M,N,I,,75+,H,A,D,0,Silver Sneakers,4,5,,,2,2,,,,5,,1,0
M,Q,R,I,TRUE,55-64,H,B,D,0,Suburban Socialites,,,,,,,,,,,,1,0
M,Q,R,I,TRUE,55-64,H,B,D,0,Suburban Socialites,,,,,,,,,,,,1,0
M,P,O,I,TRUE,55-64,H,B,D,0,Suburban Socialites,,,2,,,,2,,,,,1,0
F,J,L,G,TRUE,45-54,H,C,D,0,Pleasantville,,,,,,,,,,,,2,0
F,L,N,I,TRUE,35-44,H,C,R,0,Downtown Dreamers,5,,,,,,,,,,,3,0
F,K,N,B,TRUE,55-64,H,D,L,0,Dynamic Duos,,,,,,,,,,,,4,0
F,S,O,G,TRUE,55-64,H,,,0,Wealth Whispers,,,3,,3,5,5,,,3,,1,0
F,J,J,C,TRUE,45-54,H,A,,0,Working for the Weekend,,1,,,,,,,1,,5,1,0
F,K,O,I,TRUE,65-74,H,B,D,0,Old Money,2,5,,,,,,,,,,1,0
F,M,A,F,,75+,H,B,D,0,Senior Discount,,,,,,,,,,,,1,0
F,M,A,F,,75+,H,B,D,0,Senior Discount,,,,,,,,,,,,1,0
F,M,A,F,,75+,H,B,D,0,Senior Discount,,,,,,,,,,,,1,0
M,M,Q,H,TRUE,55-64,H,A,,0,Lowkey Luxe,,5,2,,1,1,,,2,,,1,0
F,P,R,I,TRUE,65-74,H,B,D,0,Old Money,,,,,,,,,,,,5,0
F,N,O,H,TRUE,65-74,H,C,,0,Old Money,,3,,,,,,,,,,3,0
F,Q,R,I,TRUE,75+,H,C,,0,Senior Elite,,,,,5,,,,,,,1,0
F,P,P,I,TRUE,45-54,H,D,U,0,Lowkey Luxe,,5,,,,,,,,,,3,0
F,P,P,I,TRUE,45-54,H,D,U,0,Lowkey Luxe,,5,,,,,,,,,,3,0
F,P,P,I,TRUE,45-54,H,D,U,0,Lowkey Luxe,,5,,,,,,,,,,3,0
F,Q,Q,I,,65-74,H,C,R,0,Old Money,5,3,,1,2,5,,5,5,5,3,1,0
F,O,N,G,TRUE,65-74,H,C,D,0,Smart Singles,5,,,3,4,4,,,3,,5,1,0
F,O,N,G,TRUE,65-74,H,C,D,0,Smart Singles,5,,,3,4,4,,,3,,5,1,0
F,Q,O,I,,55-64,H,,R,0,Suburban Socialites,,,,,,,,,,,,,0
M,R,R,I,TRUE,65-74,H,C,D,0,Suburban Socialites,,,4,,,,,5,5,,,3,0
F,O,R,I,TRUE,55-64,H,C,R,0,Wealth Whispers,,,,,,,,,,,,,0
F,O,R,I,TRUE,55-64,H,C,R,0,Wealth Whispers,,,,,,,,,,,,,0
F,U,O,I,TRUE,75+,H,C,,0,Urban Elites,,,,,,,,,,,,2,0
F,U,O,I,TRUE,75+,H,C,,0,Urban Elites,,,,,,,,,,,,2,0
F,N,N,I,,65-74,H,C,L,0,Smart Singles,,,,,,,,,,,,1,0
M,Q,R,I,,55-64,H,C,L,0,Single and Thriving,,,,,,,,,,,,5,0
M,Q,R,I,,55-64,H,C,L,0,Single and Thriving,,,,,,,,,,,,5,0
F,R,R,I,TRUE,45-54,H,B,,0,Minivans and Malls,,5,3,,1,5,,5,5,,,1,0
F,S,R,I,TRUE,65-74,H,C,D,0,Country Club Set,2,4,1,2,1,1,5,1,5,3,,1,0
F,Q,J,I,,75+,H,B,D,0,Golden Era,,,,,,,,,,,,2,0
F,Q,P,I,,75+,H,B,D,0,Local Legends,,,,,,,,,,,,2,0
F,K,O,F,TRUE,45-54,H,C,R,0,Lowkey Luxe,,5,,,,,,,,,,5,0
F,,,,,65-74,,,I,0,Smart Singles,,,,,2,,,,,2,,1,0
F,R,R,I,TRUE,35-44,H,C,R,0,High Tech Rednecks,5,5,4,1,1,4,,1,1,5,5,1,0
M,S,Q,I,TRUE,75+,H,B,D,0,Old Money,5,3,5,,3,,3,,1,5,,1,0
F,P,S,I,TRUE,55-64,H,B,,0,Suburban Socialites,,2,2,5,1,3,4,2,1,1,,1,0
F,P,S,I,TRUE,55-64,H,B,,0,Suburban Socialites,,2,2,5,1,3,4,2,1,1,,1,0
F,P,S,I,TRUE,55-64,H,B,,0,Suburban Socialites,,2,2,5,1,3,4,2,1,1,,1,0
M,S,H,H,,65-74,H,C,D,0,Mid Century Moderns,4,,5,5,4,4,5,,5,,,2,0
F,R,N,I,TRUE,75+,H,B,D,0,Silver Sneakers,5,,,1,,,5,,,,,1,0
F,O,N,I,TRUE,35-44,H,C,I,0,Date Nights City Lights,2,3,3,2,,,4,,2,,1,1,0
F,O,N,I,TRUE,35-44,H,C,I,0,Date Nights City Lights,2,3,3,2,,,4,,2,,1,1,0
M,N,O,I,,75+,H,B,D,0,Old Money,,5,2,,,,,4,3,,3,2,0
F,I,L,B,TRUE,65-74,H,F,R,0,Dynamic Duos,,5,2,2,3,,2,,5,3,5,1,0
M,K,O,I,,75+,H,D,,0,Urban Elites,,,,,5,,,,,5,,4,0
F,O,P,I,,65-74,H,B,,0,Country Club Set,5,5,,,,,,,,,,1,0
F,Q,S,I,,55-64,H,G,L,0,Wealth Whispers,,2,1,,1,5,,,,1,5,1,0
F,H,N,H,TRUE,45-54,H,G,R,0,Working for the Weekend,,,,,,,,,,,,,0
F,N,Q,H,TRUE,45-54,H,C,D,0,Lowkey Luxe,,,,,3,,,3,,5,,2,0
F,N,Q,H,TRUE,45-54,H,C,D,0,Lowkey Luxe,,,,,3,,,3,,5,,2,0
F,R,S,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,5,,4,,,,,2,,,2,0
F,I,O,I,TRUE,55-64,H,B,I,0,Wealth Whispers,,,,,,,,,,,,,0
F,I,O,I,TRUE,55-64,H,B,I,0,Wealth Whispers,,,,,,,,,,,,,0
F,I,O,I,TRUE,55-64,H,B,I,0,Wealth Whispers,,,,,,,,,,,,,0
F,Q,Q,I,,65-74,H,C,D,0,Old Money,2,5,5,1,2,,5,5,1,,5,1,0
F,N,O,H,,75+,H,D,R,0,Old Money,,,,,,,,,,,,,0
M,M,O,G,,65-74,H,B,I,0,Old Money,5,5,,,5,,,,,5,,3,0
M,S,R,H,TRUE,65-74,H,C,,0,Wealth Whispers,,,,,,,,,,,,,0
M,S,S,I,TRUE,55-64,H,B,I,0,Single and Thriving,,5,,5,1,5,5,,,1,,1,0
F,R,R,I,TRUE,55-64,H,B,R,0,Single and Thriving,,4,,1,2,,,2,,2,,1,0
F,R,S,I,,65-74,H,B,I,0,Wealth Whispers,,,,,,,,,,,,,0
F,R,Q,I,,55-64,H,A,R,0,Single and Thriving,,4,,,,,5,,,,,3,0
F,P,P,I,,65-74,H,A,D,0,Urban Elites,,,5,5,5,5,5,5,,5,,1,0
F,U,N,D,TRUE,35-44,H,D,I,0,Downtown Dreamers,,,,,,,,,,,,4,0
M,R,P,I,TRUE,65-74,H,D,,0,Urban Elites,,,,,,,,,,,,3,0
F,R,N,I,,75+,H,B,D,0,Smart Singles,5,2,,,,,,,,,,2,0
F,,H,I,TRUE,55-64,H,,R,0,Modern Family,,,,,,,,,,,,4,0
F,M,Q,G,TRUE,45-54,H,C,I,0,Patriotic and Proud,5,,,,,,,,,,,1,0
F,N,Q,I,,75+,H,B,D,0,Country Club Set,,,4,,,,,,5,,,1,0
M,Q,P,I,,55-64,H,C,R,0,Hometown Heroes,,,,,5,,,,,5,,2,0
F,,N,H,,75+,H,,R,0,Retired and Relaxed,5,4,2,,3,,5,3,,,,2,0
F,,N,H,,75+,H,,R,0,Retired and Relaxed,5,4,2,,3,,5,3,,,,2,0
F,,N,H,,75+,H,,R,0,Retired and Relaxed,5,4,2,,3,,5,3,,,,2,0
M,K,N,G,TRUE,75+,H,B,I,0,Retired and Relaxed,,5,5,,,,5,,5,,,4,0
F,S,S,I,TRUE,55-64,H,B,D,0,Suburban Socialites,,4,3,2,5,,5,5,4,5,,1,0
F,S,R,I,,65-74,H,B,D,0,Urban Elites,,,,1,5,5,1,,,,5,1,0
F,S,S,I,TRUE,65-74,H,B,D,0,Old Money,,5,,,5,5,,5,,5,5,2,0
M,S,S,I,TRUE,55-64,H,C,R,0,Wealth Whispers,3,3,1,1,3,,,3,4,5,,1,0
F,S,,I,,75+,H,B,D,0,Old Money,,,5,5,,,,,1,,,1,0
F,S,,I,,75+,H,B,D,0,Old Money,,,5,5,,,,,1,,,1,0
M,P,O,H,TRUE,55-64,H,C,D,0,Wealth Whispers,5,4,,,5,,,,,,,2,0
M,Q,S,I,,65-74,H,B,,0,Urban Elites,,4,,,3,3,5,,1,4,,1,0
M,O,O,H,TRUE,55-64,H,B,D,0,Suburban Socialites,,,5,,,,,,,,,5,0
M,O,O,H,TRUE,55-64,H,B,D,0,Suburban Socialites,,,5,,,,,,,,,5,0
F,R,R,I,TRUE,45-54,H,B,,0,Lowkey Luxe,4,5,2,1,2,,,,,2,,1,0
F,S,S,I,TRUE,55-64,H,C,R,0,Wealth Whispers,,1,1,,2,5,,4,4,2,5,1,0
M,S,S,I,,75+,H,B,D,0,Old Money,,,2,,5,,2,,,5,,2,0
M,S,S,I,,75+,H,B,D,0,Old Money,,,2,,5,,2,,,5,,2,0
M,S,S,I,,75+,H,B,D,0,Old Money,,,2,,5,,2,,,5,,2,0
F,U,M,I,,75+,H,C,,0,Greatest Generation,,,,,,,,,,,,4,0
F,U,J,I,TRUE,35-44,R,D,D,0,Date Nights City Lights,,,,,,,,,,,,2,0
F,S,S,I,,75+,H,D,,0,Senior Elite,,4,5,5,5,,5,,5,5,,4,0
F,S,S,I,TRUE,65-74,H,C,R,0,Old Money,3,3,1,1,4,5,1,4,5,,5,1,0
F,U,S,I,,75+,H,C,D,0,Urban Elites,,,4,,,,,,2,,,2,0
M,K,N,G,TRUE,75+,H,E,D,0,Greatest Generation,,,,,,,,,5,,,4,0
F,S,S,I,TRUE,55-64,H,A,I,0,Wealth Whispers,,5,,,3,3,,,,,,2,0
F,S,S,I,TRUE,55-64,H,A,I,0,Wealth Whispers,,5,,,3,3,,,,,,2,0
M,S,S,I,TRUE,55-64,H,B,,0,Wealth Whispers,,,2,,5,,5,,2,5,2,1,0
F,S,S,I,,75+,H,A,D,0,Senior Elite,,2,,,,,,,5,,,2,0
F,U,J,G,,55-64,H,E,,0,Dynamic Duos,,,1,5,2,,,,1,2,,1,0
F,S,S,I,TRUE,45-54,H,A,D,0,Lowkey Luxe,5,4,1,2,1,3,1,,3,,5,1,0
F,S,R,I,,75+,H,C,D,0,Senior Elite,,1,5,,2,,,2,,,,1,0
F,O,J,G,,55-64,H,F,D,0,Single Sophisticates,,,,,,,,,,,,5,0
F,O,J,G,,55-64,H,F,D,0,Single Sophisticates,,,,,,,,,,,,5,0
F,O,J,G,,55-64,H,F,D,0,Single Sophisticates,,,,,,,,,,,,5,0
M,P,O,I,TRUE,55-64,H,D,I,0,Single and Thriving,,4,4,,5,,,5,3,,1,1,0
M,R,S,I,TRUE,55-64,H,E,L,0,Wealth Whispers,3,5,,3,5,,3,,,5,5,1,0
M,R,S,I,TRUE,55-64,H,E,L,0,Wealth Whispers,3,5,,3,5,,3,,,5,5,1,0
F,,S,I,,55-64,H,,,0,Wealth Whispers,,5,2,2,5,5,2,,,,,2,0
F,O,O,H,TRUE,55-64,H,G,,0,Wealth Whispers,,5,3,,,,3,,5,,,2,0
F,R,P,I,TRUE,55-64,H,B,L,0,Suburban Socialites,,,,,4,,,4,,,,4,0
M,P,N,I,,75+,H,D,I,0,Retired and Relaxed,5,5,,,5,5,,,,,,1,0
F,E,L,B,TRUE,45-54,H,D,R,0,Movin On Up,5,,,,,,,,,,,1,0
F,N,N,I,,75+,H,A,,0,Golden Era,,,,,,,,,,,,2,0
F,,N,I,TRUE,65-74,H,,D,0,Silver Sneakers,,5,,,5,,,5,,,,2,0
M,S,R,I,TRUE,65-74,H,B,R,0,Old Money,,4,3,,5,5,,5,4,,,3,0
F,S,S,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,5,2,,,,,5,,,,1,0
F,S,S,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,5,2,,,,,5,,,,1,0
F,S,S,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,5,2,,,,,5,,,,1,0
F,Q,O,I,,75+,H,B,R,0,Senior Elite,,,,,,,,,,,,1,0
M,S,S,I,TRUE,65-74,H,A,D,0,Old Money,5,5,2,1,5,5,,,,,,1,0
